+----------------------------------+--------------+----------------------------------------------------------------------------------------------------------------+---------------------+---------------------+---------------------+-----------+
| token                            | weights_type | title                                                                                                          | created_at          | user_deleted_at     | mod_deleted_at      | use_count |
| weight_x4ns22m3b640ggjr43vcjdset | tt2          | Sonic el erizo (España)                                                                                        | 2022-04-08 00:26:06 | NULL                | NULL                |     53713 |
| weight_2s2tzwaw4d8akjpvv13hhmb3r | tt2          | Sexy Anime Girl Voice                                                                                          | 2023-07-21 23:19:47 | NULL                | NULL                |     52260 |
| weight_whgs58x69d050hqt7mcr2mhs3 | tt2          | Narrador History Channel                                                                                       | 2022-07-28 01:42:20 | NULL                | NULL                |     52245 |
| weight_zd3mxbnpxyema9gqvqp59eqcc | tt2          | Antonio Lobato. (Formula 1, Castillian Spanish.) VERSIÓN DE 2 HORAS. (Completa.)                               | 2023-03-16 16:15:55 | NULL                | NULL                |     51971 |
| weight_nzmwdhg42r8m6raap258mb55p | tt2          | Meg Griffin (Mila Kunis)                                                                                       | 2021-12-12 21:05:49 | NULL                | NULL                |     51845 |
| weight_1f7xnr358bkrhtx8y0v9cbfr6 | tt2          | Lionel Messi. (Español 2020 - 2023.)                                                                           | 2023-09-28 20:02:33 | NULL                | NULL                |     51724 |
| weight_63zemmtrefntwtyhtxhbqjqn1 | tt2          | Amitie (Puyo Puyo)                                                                                             | 2022-03-14 17:34:41 | NULL                | NULL                |     51420 |
| weight_wvf9exxswa5d3mwxh14djv0n3 | tt2          | Mortal Kombat Announcer (Old, Netherrealm)                                                                     | 2022-07-31 21:08:16 | NULL                | NULL                |     51035 |
| weight_9fv7vjpzbvwt2dscd4f3wvb6c | tt2          | Diego Latorre (Comentarista Fox Sports, ESPN)                                                                  | 2022-07-16 03:51:32 | NULL                | NULL                |     50804 |
| weight_janctdykyk5wzj46twp8qh0m2 | tt2          | Ironman (Latin) Tony Stark                                                                                     | 2023-05-12 22:37:47 | NULL                | NULL                |     50518 |
| weight_yxfxrvfa2vgeds2neh5sr4qfk | tt2          | Peter Griffin (Modern, Old)                                                                                    | 2021-09-10 06:10:20 | NULL                | NULL                |     50393 |
| weight_d1xanj0tm710g4qpa26t7wcp4 | tt2          | Yoda (Español)                                                                                                 | 2022-03-11 02:44:21 | NULL                | NULL                |     49641 |
| weight_8sjd7d0x0gmz8aw72bxm64rn6 | tt2          | Yami Yugi                                                                                                      | 2022-01-22 21:59:26 | NULL                | 2023-02-08 21:58:21 |     49345 |
| weight_d6s8p0ennetbj132eqgrcan47 | tt2          | Sniper from tf2                                                                                                | 2023-09-08 01:04:18 | NULL                | NULL                |     48777 |
| weight_0p09zpeecrzbvj6vghr2wm26k | tt2          | Barack Obama (Old Version, see updated model)                                                                  | 2022-03-08 23:29:39 | NULL                | NULL                |     48059 |
| weight_g0t6f4qan11jszh751ytq8gnf | tt2          | Jordi Wild (El Rincón de Giorgio)                                                                              | 2022-04-08 00:22:44 | NULL                | NULL                |     47887 |
| weight_5pcgkex9bnfbatdqm722wc4t5 | tt2          | Sonic the Hedgehog (voiced by: Jason Griffith)                                                                | 2021-12-26 02:40:05 | NULL                | NULL                |     47175 |
| weight_c3y31cjhxzgr2ps2g6sx663a3 | tt2          | Clone Trooper                                                                                                  | 2021-11-01 13:59:41 | NULL                | NULL                |     47030 |
| weight_kwp64dbh50wyhm41j6sbtx7cf | tt2          | Claudio Palma (Relator de Futbol Chileno)                                                                      | 2022-10-23 22:05:48 | NULL                | NULL                |     46541 |
| weight_t0szv00xtkd5tcfk7j4hkzkzm | tt2          | Mr. Burns (Español)                                                                                            | 2022-05-06 02:40:50 | NULL                | NULL                |     46523 |
| weight_ntgyf38k6h6ehezeznq3cyr1p | tt2          | Eminem (Marshall Bruce Mathers III)                                                                            | 2021-10-29 16:58:24 | NULL                | NULL                |     46326 |
| weight_8gpbd2yqpm9tk7c9myp6xssa4 | tt2          | Rick Sanchez (Italiano)                                                                                        | 2022-12-11 18:28:56 | NULL                | 2024-01-11 16:05:23 |     46240 |
| weight_ge44bft6wrtsftbwqm004er1h | tt2          | Anya Forger (Español)                                                                                          | 2023-01-13 00:02:26 | NULL                | NULL                |     45822 |
